Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Province,City,Country,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Shipping Cost,Profit
ZA-2023-100159,2023-09-14,2023-09-17,Same Day,Sipho Zulu,Consumer,Western Cape,Stellenbosch,South Africa,Technology,Laptops,Laptops - Pro 614,4,6053.46,0.1,21792.46,386.4,3692.18
ZA-2023-103610,2023-04-12,13.04.2023,First Class,Mpho Dlamini,Corporate,Free State,Welkom,South Africa,Furniture,Bookcases,Bookcases - Lite 532,2,2106.97,0.0,4213.94,143.6,392.49
ZA-2024-100130,11/27/2024,2024-11-28,Second Class,Nomvula Maseko,Consumer,Free State,Bloemfontein,South Africa,TECHNOLOGY,Laptops,Laptops - Plus 817,2,8227.52,0.36,10491.23,352.56,196.22
ZA-2022-105959,2022-08-17,2022-08-19,Standard Class,Francois Coetzee,Consumer,KwaZulu-Natal,Durban,South Africa,Technology,Accessories,Accessories - Standard 186,2,998.98,0.6,799.18,118.51,-41.7
ZA-2023-102558,2023-01-24,28-Jan-2023,First Class,Lerato Nkosi,HOME OFFICE,Free State,Bloemfontein,South Africa,Office Supplies,Binders,Binders - Lite 648,3,200.05,0.26,445.17,157.11,78.23
ZA-2024-100963,05/28/2024,29-May-2024,First Class,Andile Dlamini,Consumer,Eastern Cape,Mthatha,South Africa,Office Supplies,Labels,Labels - Pro 805,3,30.71,0.1,82.93,145.75,16.73
ZA-2023-105285,2023-08-09,2023-08-11,Same Day,Sibusiso Du Toit,Home Office,Limpopo,Polokwane,South Africa,Office Supplies,Paper,Paper - Standard 542,1,15.22,0.0,15.22,152.96,4.67
ZA-2023-105284,17.03.2023,18/03/2023,Same Day,Wendy Van der Merwe,Home Office,Limpopo,Tzaneen,South Africa,Office Supplies,Paper,Paper - Basic 349,6,46.9,0.0,281.42,27.02,76.82
ZA-2023-102456,2023-04-14,19-Apr-2023,First Class,Naledi Radebe,Consumer,Eastern Cape,Mthatha,South Africa,TECHNOLOGY,Monitors,Monitors - Pro 944,1,9803.33,0.05,9313.16,275.88,1482.51
ZA-2024-103446,30-Oct-2024,2024-11-01,Second Class,Annelie Radebe,Consumer,Free State,Welkom,South Africa,Technology,Monitors,Monitors - Standard 994,1,4619.19,0.63,1688.1,142.45,-220.75
ZA-2022-101533,2022-01-06,13/01/2022,Second Class,Lerato Pretorius,Consumer,Limpopo,Tzaneen,South Africa,Office Supplies,Binders,Binders - Pro 580,2,106.16,unknown,193.05,202.61,49.82
ZA-2022-102907,2022-08-29,30-Aug-2022,First Class,Bongani Zulu,Consumer,North West,Rustenburg,South Africa,Technology,Monitors,Monitors - Lite 610,3,6751.03,0.1,18227.78,467.14,3309.37
ZA-2022-101394,2022-06-03,2022-06-04,Second Class,Riaan Steyn,Consumer,Northern Cape,Kimberley,South Africa,Office Supplies,Labels,Labels - Lite 146,1,118.5,0.21,93.97,155.01,15.37
ZA-2024-104386,2024-05-22,2024-05-23,Second Class,Dineo Botha,Consumer,Mpumalanga,Mbombela,South Africa,Technology,  Monitors  ,Monitors - Plus 378,5,5477.42,0.0,27387.08,468.0,7134.58
ZA-2024-100647,12/08/2024,2024-12-10,First Class,Tshepo Steyn,Consumer,Mpumalanga,Witbank,South Africa,OFFICE SUPPLIES,Stationery,Stationery - Pro 159,1,128.35,0.26,95.41,134.39,12.85
ZA-2023-105246,14-Dec-2023,2023-12-16,Second Class,Wendy Naidoo,Consumer,Eastern Cape,Gqeberha,South Africa,Furniture,Bookcases,Bookcases - Pro 848,2,1988.11,0.11,3539.19,186.3,117.3
ZA-2023-101948,2023-08-24,28-Aug-2023,First Class,Tshepo Mokwena,Consumer,KwaZulu-Natal,Durban,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Lite 502,1,4577.19,0.0,R4577.19,243.5,159.07
ZA-2024-101896,04/12/2024,2024-12-06,Second Class,Riaan Du Toit,CORPORATE,KwaZulu-Natal,Pietermaritzburg,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Pro 528,4,829.95,0.26,2463.99,131.69,-276.17
ZA-2022-106442,2022-01-19,2022-01-26,Standard Class,Francois Botha,Consumer,GP,Pretoria,South Africa,OFFICE SUPPLIES,Stationery,Stationery - Basic 760,6,168.88,0.26,749.78,199.96,136.64
ZA-2022-101246,2022-01-14,2022-01-15,Second Class,Bongani Dlamini,Consumer,North West,Mahikeng,South Africa,Technology,Smartphones,Smartphones - Lite 843,4,13674.66,0.26,40609.17,1004.8,3567.98
ZA-2022-100416,2022-03-11,2022-03-16,First Class,Wendy Naidoo,Consumer,KZN,Durban,South Africa,Technology,Smartphones,Smartphones - Standard 654,2,2359.54,0.0,R4719.09,122.11,1014.95
ZA-2022-104365,2022-10-29,2022-11-03,First Class,Sibusiso Mahlangu,Corporate,Western Cape,Cape Town,South Africa,Technology,Monitors,Monitors - Standard 516,1,3392.19,0.05,3231.63,193.18,662.65
ZA-2024-106008,2024-06-06,08-Jun-2024,Second Class,Zanele Khumalo,Consumer,Free State,Bloemfontein,South Africa,Office Supplies,Stationery,Stationery - Pro 206,4,84.55,0.14,290.46,136.85,57.97
ZA-2022-104660,19/09/2022,2022-09-21,Second Class,Bongani Maseko,Consumer,Eastern Cape,East London,South Africa,Furniture,Office Chairs,Office Chairs - Plus 364,5,1763.48,0.05,8376.53,290.91,585.82
ZA-2022-103048,2022-11-18,2022-11-19,Same Day,Riaan Pretorius,CONSUMER,Limpopo,Polokwane,South Africa,Furniture,Office Chairs,Office Chairs - Pro 986,3,3720.65,0.39,R6821.53,321.18,-853.15
ZA-2024-106364,2024-04-05,2024-04-09,Second Class,Pieter Steyn,Home Office,Gauteng,Soweto,South Africa,Office Supplies,Stationery,Stationery - Pro 480,6,253.57,0.0,1521.43,205.67,408.5
ZA-2023-101873,12/04/2023,2023-04-14,Standard Class,Karabo Van der Merwe,Consumer,Gauteng,Sandton,South Africa,OFFICE SUPPLIES,Printer Ink,Printer Ink - Pro 610,1,670.62,0.2,536.5,94.33,153.4
ZA-2022-102530,2022-09-15,2022-09-17,First Class,Pieter Van der Merwe,Consumer,north west,Mahikeng,South Africa,Technology,Networking,Networking - Basic 897,5,1360.88,0.05,6464.2,229.75,1133.65
ZA-2022-102678,28.10.2022,2022-10-31,Standard Class,sipho mahlangu,Home Office,Free State,Bloemfontein,South Africa,Furniture,Bookcases,Bookcases - Pro 532,2,2214.84,0.1,3989.51,213.48,144.89
ZA-2022-101663,27.05.2022,2022-06-03,Same Day,Pieter Fourie,Consumer,KwaZulu-Natal,Pietermaritzburg,South Africa,Office Supplies,Paper,Paper - Lite 899,2,20.71,0.1,37.28,168.58,9.82
ZA-2024-102528,2024-11-08,2024-11-11,First Class,pieter van der merwe,Corporate,North West,Mahikeng,South Africa,Technology,Accessories,Accessories - Basic 910,2,998.39,0.28,1439.31,99.61,192.03
ZA-2022-103355,2022-11-14,16.11.2022,First Class,andile dlamini,Consumer,Eastern Cape,East London,South Africa,Office Supplies,Binders,Binders - Pro 564,8,172.01,0.28,985.01,,157.95
ZA-2023-104919,22/05/2023,24/05/2023,Second Class,Johan Maseko,Consumer,KwaZulu-Natal,Pietermaritzburg,South Africa,OFFICE SUPPLIES,Printer Ink,Printer Ink - Basic 616,5,1381.76,0.15,"R 5,872.48",119.12,1677.15
ZA-2023-101424,2023-05-24,2023-05-31,First Class,Sipho Sithole,Consumer,Northern Cape,Kimberley,South Africa,Technology,Networking,Networking - Standard 607,3,2729.44,0.15,6960.06,266.63,1054.18
ZA-2023-105455,2023-12-15,12/20/2023,First Class,Johan Fourie,Consumer,North West,Mahikeng,South Africa,FURNITURE,Desks,Desks - Basic 548,3,6403.42,0.34,12740.16,462.72,-1289.74
ZA-2023-106214,2023-01-10,,First Class,Mpho Sithole,Home Office,Western Cape,Stellenbosch,South Africa,Technology,Laptops,Laptops - Pro 138,1,5071.42,0.26,"3,766.04",158.22,314.05
ZA-2023-103683,2023-07-27,2023-07-28,Same Day,Mpho Mahlangu,Home Office,KwaZulu-Natal,Pietermaritzburg,South Africa,Office Supplies,  Printer Ink  ,Printer Ink - Standard 384,3,532.42,0.05,1517.41,109.02,453.26
ZA-2023-103788,27/06/2023,07/02/2023,Same Day,Bongani Du Toit,Consumer,Western Cape,George,South Africa,Furniture,Sofas,Sofas - Standard 651,1,3716.56,0.13,3242.02,219.51,-128.65
ZA-2023-100749,2023-11-22,2023-11-24,Second Class,Johan Naidoo,Consumer,Limpopo,Polokwane,South Africa,Furniture,Office Chairs,Office Chairs - Basic 410,2,2024.98,0.21,3196.01,193.17,-44.79
ZA-2024-104452,2024-04-08,2024-04-10,Standard Class,Rudzani Nkosi,Consumer,Limpopo,Tzaneen,South Africa,Furniture,Bookcases,Bookcases - Lite 113,2,1023.36,0.2,1637.38,115.69,-14.11
ZA-2024-104482,2024-03-22,26-Mar-2024,Same Day,unknown,Consumer,Eastern Cape,Mthatha,South Africa,technology,Networking,Networking - Basic 458,3,466.56,0.2,1119.74,179.42,N/A
ZA-2023-104685,16-Mar-2023,2023-03-18,First Class,andile zulu,Consumer,Free State,Bloemfontein,South Africa,Furniture,Office Chairs,Office Chairs - Lite 604,6,1253.43,0.05,7144.55,192.63,472.57
ZA-2022-105578,2022-07-15,17-Jul-2022,First Class,Lindiwe Mahlangu,Corporate,Eastern Cape,Mthatha,South Africa,Office Supplies,Printer Ink,Printer Ink - Pro 407,5,230.86,0.1,1038.86,158.42,372.51
ZA-2024-102567,10/08/2024,09-Oct-2024,Same Day,Kagiso Du Toit,Consumer,Limpopo,Tzaneen,South Africa,Office Supplies,Printer Ink,Printer Ink - Pro 941,3,671.69,0.05,1916.56,98.43,515.23
ZA-2022-100450,12/13/2022,2022-12-17,Same Day,Kagiso Naidoo,Consumer,Western Cape,George,South Africa,Furniture,  Storage Cabinets  ,Storage Cabinets - Pro 750,1,3951.34,0.22,"R 3,074.90",109.96,-242.99
ZA-2024-103420,2024-05-29,2024-06-05,Second Class,Bongani Du Toit,Consumer,Northern Cape,Upington,South Africa,OFFICE SUPPLIES,Printer Ink,Printer Ink - Pro 352,1,467.9,0.0,467.9,49.2,168.02
ZA-2023-104163,01.07.2023,2023-07-03,Standard Class,Zanele Naidoo,Corporate,limpopo,Polokwane,South Africa,Technology,Networking,Networking - Lite 629,2,2930.72,0.15,4982.23,229.14,731.66
ZA-2023-103945,2023-12-16,2023-12-18,Standard Class,Dineo Botha,Consumer,Mpumalanga,Witbank,South Africa,furniture,Storage Cabinets,Storage Cabinets - Lite 616,1,4981.96,0.23,3847.83,139.11,-362.78
ZA-2024-103733,2024-01-24,2024-01-26,Second Class,Carmen Du Toit,Consumer,Eastern Cape,Gqeberha,South Africa,Furniture,Desks,Desks - Lite 707,3,9323.11,0.2,22502.26,670.82,-167.57
ZA-2024-100770,24.02.2024,2024-02-29,Second Class,Sibusiso Van der Merwe,Consumer,NC,Kimberley,South Africa,Office Supplies,Paper,Paper - Lite 719,2,98.38,0.0,196.76,139.39,65.61
ZA-2024-104193,2024-03-26,30-Mar-2024,Standard Class,Wendy Radebe,Consumer,NW,Mahikeng,South Africa,Furniture,Office Chairs,Office Chairs - Lite 631,3,2659.61,0.1,7180.94,278.85,384.2
ZA-2023-102220,2023-07-28,2023-07-30,Same Day,Lerato Naidoo,Consumer,free state,Welkom,South Africa,Technology,Monitors,Monitors - Plus 987,1,4809.86,0.0,4809.86,174.72,1226.84
ZA-2024-104314,2024-01-04,2024-01-05,Same Day,Sibusiso Sithole,Home Office,Limpopo,Polokwane,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Plus 953,2,1031.5,0.09,1867.23,173.32,-43.56
ZA-2022-102658,24-Oct-2022,2022-10-25,Standard Class,Riaan Du Toit,Corporate,KZN,Richards Bay,South Africa,Technology,Networking,Networking - Plus 823,2,3046.86,0.15,"R 5,185.69",297.54,654.74
ZA-2024-106466,2024-02-14,2024-02-16,Same Day,Wendy Khumalo,Consumer,-,Stellenbosch,South Africa,Furniture,Office Chairs,Office Chairs - Standard 511,8,4278.93,0.15,29096.72,595.87,521.37
ZA-2022-105937,2022-07-17,07/19/2022,Second Class,Precious Zulu,Consumer,North West,Mahikeng,South Africa,office supplies,Paper,Paper - Plus 704,2,101.45,0.0,R 202.90,160.38,57.27
ZA-2024-104279,15.09.2024,17-Sep-2024,Standard Class,Bongani Botha,Home Office,GP,Midrand,South Africa,Office Supplies,Printer Ink,Printer Ink - Plus 513,2,557.73,0.05,1059.68,84.05,372.88
ZA-2024-106441,2024-08-07,2024-08-12,First Class,Wendy Pretorius,Consumer,Mpumalanga,Witbank,South Africa,Office Supplies,  Stationery  ,Stationery - Standard 157,3,170.55,0.0,511.64,80.0,160.79
ZA-2023-104174,2023-03-10,2023-03-11,Second Class,Wendy Radebe,Consumer,KwaZulu-Natal,Richards Bay,South Africa,technology,Monitors,Monitors - Plus 609,1,2370.34,0.15,2014.79,173.18,327.14
ZA-2024-104520,2024-12-10,12/11/2024,Standard Class,Zanele Naidoo,Corporate,Limpopo,Polokwane,South Africa,Furniture,Desks,Desks - Plus 370,2,2800.76,0.27,"4,104.92",128.69,-170.5
ZA-2022-102323,2022-08-01,05.08.2022,First Class,Lindiwe Radebe,Corporate,Gauteng,Soweto,South Africa,Office Supplies,Labels,Labels - Standard 287,4,73.28,0.15,249.15,51.77,49.26
ZA-2023-100828,06.08.2023,2023-08-07,Standard Class,Tshepo Pretorius,Consumer,North West,Mahikeng,South Africa,Office Supplies,Binders,Binders - Plus 399,5,235.09,0.0,1175.43,125.74,322.86
ZA-2022-104377,2022-11-17,19.11.2022,Same Day,Tshepo Zulu,CORPORATE,Limpopo,Polokwane,South Africa,Technology,Smartphones,Smartphones - Lite 366,4,11779.56,0.18,38780.03,838.13,4781.96
ZA-2024-105243,03/13/2024,2024-03-16,First Class,Riaan Mahlangu,Consumer,KwaZulu-Natal,Durban,South Africa,Office Supplies,Labels,Labels - Standard 515,6,134.86,0.0,809.18,166.72,N/A
ZA-2023-102933,2023-11-07,12-Nov-2023,Same Day,Sipho Naidoo,Corporate,Limpopo,Polokwane,South Africa,Technology,Smartphones,Smartphones - Standard 975,4,4589.69,0.17,15314.31,413.08,1773.91
ZA-2022-105593,06-Nov-2022,10/11/2022,First Class,Riaan Radebe,Home Office,Gauteng,Sandton,South Africa,Furniture,Office Chairs,Office Chairs - Pro 434,1,2074.38,-,1375.43,91.25,-119.47
ZA-2024-103373,08/04/2024,2024-04-09,First Class,Lerato Sithole,Home Office,Mpumalanga,Witbank,South Africa,Office Supplies,Paper,Paper - Plus 716,1,34.79,0.2,27.83,40.7,4.42
ZA-2023-101841,28/06/2023,2023-07-05,Second Class,Francois Radebe,CONSUMER,unknown,Rustenburg,South Africa,Office Supplies,Binders,Binders - Lite 949,3,30.14,0.03,87.41,170.86,20.18
ZA-2023-100625,2023-04-05,2023-04-08,Second Class,Francois Mokwena,Home Office,Limpopo,Tzaneen,South Africa,Office Supplies,Printer Ink,Printer Ink - Standard 374,2,430.92,0.0,861.83,108.25,328.28
ZA-2024-102116,2024-08-07,2024-08-12,Standard Class,Thabo Radebe,Consumer,Limpopo,Polokwane,South Africa,Furniture,Sofas,Sofas - Lite 525,1,7840.12,0.3,5488.09,210.53,-664.54
ZA-2024-104735,2024-11-09,2024-11-11,Standard Class,Lerato Van der Merwe,Corporate,Limpopo,Tzaneen,South Africa,Office Supplies,Paper,Paper - Standard 631,2,76.23,0.21,120.74,172.32,22.16
ZA-2023-100248,03.08.2023,08/04/2023,Standard Class,Dineo Botha,Consumer,Mpumalanga,Mbombela,South Africa,Office Supplies,Labels,Labels - Lite 602,2,139.96,0.0,279.92,42.54,96.25
ZA-2022-100413,2022-04-17,22/04/2022,Standard Class,Nomvula Fourie,Consumer,Northern Cape,Kimberley,South Africa,Office Supplies,Printer Ink,Printer Ink - Pro 522,1,889.01,0.0,R889.01,85.4,371.71
ZA-2023-103433,19-Mar-2023,21/03/2023,Second Class,Wendy Radebe,Home Office,Gauteng,Midrand,South Africa,Furniture,Sofas,Sofas - Pro 827,1,11214.09,0.45,R6167.75,348.65,-1556.01
ZA-2023-105269,25-Nov-2023,,Second Class,Karabo Botha,Consumer,Eastern Cape,Mthatha,South Africa,Technology,Laptops,Laptops - Standard 135,5,6129.74,0.26,22713.88,535.92,1434.27
ZA-2024-100464,2024-12-08,09.12.2024,Standard Class,Lindiwe Mokwena,Corporate,Mpumalanga,Mbombela,South Africa,TECHNOLOGY,Accessories,Accessories - Pro 864,4,125.57,0.32,343.47,136.61,36.63
ZA-2024-104530,2024-11-03,2024-11-05,Same Day,Sipho Radebe,Consumer,KwaZulu-Natal,Pietermaritzburg,South Africa,Furniture,Office Chairs,Office Chairs - Lite 806,3,2228.74,0.23,5176.52,130.58,-126.67
ZA-2024-100845,2024-08-04,2024-08-08,Same Day,Zanele Khumalo,Home Office,Free State,Bloemfontein,South Africa,Office Supplies,Labels,Labels - Basic 207,6,49.52,0.2,237.69,57.37,50.49
ZA-2023-100655,02.04.2023,2023-04-04,Standard Class,Kagiso Radebe,Consumer,North West,Rustenburg,South Africa,Office Supplies,Printer Ink,Printer Ink - Plus 278,6,579.02,0.05,R3300.40,143.27,1312.48
ZA-2022-103849,05.10.2022,06/10/2022,Standard Class,Carmen Botha,Consumer,EC,East London,South Africa,Office Supplies,  Stationery  ,Stationery - Standard 827,1,118.08,0.14,101.52,85.82,22.94
ZA-2023-101017,2023-03-05,2023-03-06,First Class,Bongani Du Toit,Consumer,Northern Cape,Upington,South Africa,Technology,  Laptops  ,Laptops - Pro 321,8,8722.48,0.0,69779.81,1104.98,13775.0
ZA-2022-104560,2022-05-16,2022-05-20,Same Day,Dineo Khumalo,Consumer,KwaZulu-Natal,Durban,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Standard 421,8,3179.38,0.3,17804.55,476.78,-2265.18
ZA-2023-106206,2023-09-09,09/14/2023,Same Day,Bongani Van der Merwe,Home Office,Free State,Bloemfontein,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Plus 567,2,4857.83,0.0,9715.65,235.34,293.53
ZA-2024-103675,2024-05-27,2024-05-31,Second Class,Naledi Mokwena,Consumer,Limpopo,Polokwane,South Africa,OFFICE SUPPLIES,Paper,Paper - Standard 820,2,95.2,0.0,190.41,161.55,59.65
ZA-2022-101712,2022-12-27,2023-01-03,Standard Class,Mpho Pretorius,Corporate,Eastern Cape,East London,South Africa,Furniture,  Bookcases  ,Bookcases - Plus 305,4,1469.13,0.21,4641.38,180.95,-75.45
ZA-2023-102586,12/04/2023,2023-12-06,Second Class,Riaan Steyn,Consumer,Northern Cape,Kimberley,South Africa,Office Supplies,Binders,Binders - Plus 407,1,29.94,0.35,19.58,27.66,2.17
ZA-2022-104896,2022-11-21,22.11.2022,First Class,Francois Steyn,Home Office,KwaZulu-Natal,Richards Bay,South Africa,Office Supplies,Printer Ink,Printer Ink - Lite 545,3,743.71,0.24,1687.13,138.78,391.09
ZA-2022-100703,2022-06-11,2022-06-12,Standard Class,Johan Fourie,Consumer,North West,Rustenburg,South Africa,Furniture,  Desks  ,Desks - Standard 557,1,5848.79,0.49,2976.34,149.41,-491.25
ZA-2022-104793,2022-10-25,2022-10-26,Same Day,Sipho Naidoo,Consumer,Free State,Bloemfontein,South Africa,FURNITURE,Office Chairs,Office Chairs - Standard 850,3,2643.1,0.11,7084.32,243.6,261.55
ZA-2024-105725,2024-04-04,2024-04-11,First Class,Johan Mokoena,Consumer,Limpopo,Tzaneen,South Africa,Office Supplies,Binders,Binders - Basic 323,2,232.1,0.05,441.0,38.68,N/A
ZA-2022-103662,2022-12-19,2022-12-22,First Class,Annelie Radebe,Consumer,Free State,Bloemfontein,South Africa,Office Supplies,Labels,Labels - Standard 255,1,11.32,0.3,7.88,43.39,unknown
ZA-2024-101838,2024-11-06,09-Nov-2024,Standard Class,N/A,Corporate,Western Cape,Paarl,South Africa,Technology,Accessories,Accessories - Lite 962,1,117.99,0.18,97.28,65.28,N/A
ZA-2024-106083,15.05.2024,2024-05-17,Standard Class,Kagiso Du Toit,Consumer,-,Polokwane,South Africa,OFFICE SUPPLIES,Labels,Labels - Standard 803,1,10.23,0.15,8.7,76.79,2.15
ZA-2023-102788,2023-01-13,17/01/2023,First Class,Bongani Steyn,CONSUMER,North West,Rustenburg,South Africa,Furniture,Office Chairs,Office Chairs - Pro 250,2,1303.35,0.18,2126.72,83.09,-2.55
ZA-2022-102210,2022-11-22,2022-11-27,First Class,Kagiso Radebe,Consumer,North West,Rustenburg,South Africa,Furniture,Sofas,Sofas - Basic 756,2,6524.27,0.3,"9,069.40",194.08,-1009.37
ZA-2022-100485,2022-02-18,2022-02-23,Standard Class,Tshepo Zulu,Corporate,Limpopo,Tzaneen,South Africa,Furniture,Sofas,Sofas - Plus 804,3,8503.52,NaN,24235.03,456.96,50.27
ZA-2022-104843,2022-08-17,2022-08-24,Second Class,Nomvula Fourie,Consumer,Northern Cape,Kimberley,South Africa,Technology,Networking,Networking - Basic 301,1,1151.23,0.0,1151.23,69.7,205.79
ZA-2024-105232,2024-07-14,2024-07-21,Same Day,Carmen Naidoo,Consumer,KwaZulu-Natal,Richards Bay,South Africa,Furniture,Storage Cabinets,Storage Cabinets - Lite 396,1,1392.41,0.0,1392.41,165.79,NaN
ZA-2022-100709,26/11/2022,03/12/2022,Same Day,Bongani Du Toit,Consumer,Northern Cape,Kimberley,South Africa,Office Supplies,  Stationery  ,Stationery - Plus 427,1,120.44,0.85,18.07,173.01,-2.87
ZA-2023-104635,2023-10-28,2023-10-29,Second Class,karabo dlamini,Consumer,Western Cape,Paarl,South Africa,Office Supplies,Stationery,Stationery - Standard 824,3,68.17,N/A,193.4,157.21,53.43
